epoch,train_loss,lr
1,103.66657581749912,0.000999972584682756
2,28.674819814620115,0.0009998903417374227
3,20.710809261941563,0.0009997532801828658
4,17.638232423465574,0.0009995614150494292
5,15.127007681195934,0.0009993147673772868
6,13.795506150698277,0.0009990133642141358
7,12.59005079578658,0.000998657238612229
8,11.537416209799888,0.0009982464296247522
9,9.838180195217223,0.00099778098230154
10,9.445615572872308,0.0009972609476841367
11,7.686364476559755,0.000996686382800198
12,5.7480400403749,0.000996057350657239
13,4.458883199097767,0.0009953739202357217
14,3.789145618402885,0.0009946361664814943
15,3.1653419125665176,0.0009938441702975688
16,2.3117813345613816,0.0009929980185352525
17,2.0617692580950497,0.000992097803984621
18,1.7208648709921963,0.0009911436253643444
19,1.750450650462719,0.000990135587310861
20,1.54703648507666,0.0009890738003669028
21,1.3084910399972707,0.0009879583809693738
22,1.210981901977559,0.0009867894514365802
23,1.101299372171915,0.000985567139954818
24,1.079883640670279,0.0009842915805643156
25,1.0478356454210007,0.0009829629131445341
26,0.9212711718178185,0.0009815812833988292
27,0.9280108424585229,0.0009801468428384716
28,0.8334686253615154,0.0009786597487660335
29,0.7939183588908904,0.0009771201642581385
30,0.7796869676745712,0.0009755282581475768
31,0.7545460591751075,0.0009738842050047929
32,0.7443206584256123,0.0009721881851187407
33,0.7664732412084525,0.0009704403844771128
34,0.7196538672721109,0.0009686409947459458
35,0.7260157764527131,0.0009667902132486009
36,0.7640020103148486,0.0009648882429441257
37,0.637655690956598,0.0009629352924049974
38,0.6557685302308296,0.0009609315757942503
39,0.5848239634759638,0.0009588773128419905
40,0.6058617055958168,0.0009567727288213005
41,0.5931724982983259,0.0009546180545235343
42,0.5646812121236217,0.0009524135262330098
43,0.5487719220806542,0.0009501593857010968
44,0.6020467252505528,0.0009478558801197064
45,0.5275671435214792,0.0009455032620941839
46,0.6649125845013267,0.0009431017896156073
47,0.6591341343003456,0.0009406517260324961
48,0.6176045269634572,0.0009381533400219318
49,0.5824578655393499,0.0009356069055600948
50,0.5453622217372639,0.0009330127018922194
51,0.5289783020459764,0.0009303710135019718
52,0.5447091612454856,0.0009276821300802534
53,0.5403250790724723,0.000924946346493432
54,0.47575452255465506,0.0009221639627510075
55,0.47706967345883156,0.0009193352839727121
56,0.4826740701375095,0.0009164606203550497
57,0.45038385843703743,0.0009135402871372809
58,0.4659294502677927,0.000910574604566852
59,0.4681783206476263,0.0009075638978642771
60,0.5029776627290916,0.0009045084971874737
61,0.4450451418250562,0.0009014087375955574
62,0.428800036246164,0.0008982649590120981
63,0.43128343301595856,0.0008950775061878452
64,0.4237352138335428,0.0008918467286629199
65,0.39937948608710894,0.0008885729807284854
66,0.4382183057160239,0.0008852566213878947
67,0.42161963644752704,0.0008818980143173212
68,0.4313805272363808,0.0008784975278258782
69,0.43184286729098426,0.0008750555348152298
70,0.4352930381177193,0.0008715724127386972
71,0.42107151918866054,0.0008680485435598672
72,0.39530041121287096,0.0008644843137107057
73,0.43373707257989313,0.0008608801140491811
74,0.3970371873309717,0.0008572363398164017
75,0.40636036599086284,0.0008535533905932737
76,0.40570448227022754,0.0008498316702566828
77,0.376379552496463,0.0008460715869352033
78,0.38859135401238015,0.0008422735529643444
79,0.3954226251478588,0.0008384379848413304
80,0.3668024870637368,0.0008345653031794292
81,0.38614501371611115,0.0008306559326618259
82,0.3519097370448699,0.0008267103019950528
83,0.35568598456458206,0.0008227288438619753
84,0.3784997929426555,0.0008187119948743449
