epoch,train_loss,lr
1,88.95730619412606,0.0009998903417374227
2,23.661603537937623,0.0009995614150494292
3,16.348298737800125,0.0009990133642141358
4,13.547753011182639,0.0009982464296247522
5,11.839128216555281,0.0009972609476841367
6,8.44119069842316,0.000996057350657239
7,7.412399415553875,0.0009946361664814943
8,7.161510175326903,0.0009929980185352525
9,6.445806120524712,0.0009911436253643444
10,5.65319790885551,0.0009890738003669028
11,5.075471553396987,0.0009867894514365802
12,4.272446975104985,0.0009842915805643156
13,3.953581715181022,0.0009815812833988292
14,3.7087296827735723,0.0009786597487660335
15,3.0924008194405843,0.0009755282581475768
16,2.627198670422633,0.0009721881851187407
17,2.463851330524379,0.0009686409947459458
18,2.1924924952142035,0.0009648882429441257
19,2.0520971658935583,0.0009609315757942503
20,1.8261729992664515,0.0009567727288213005
21,1.6122376290789706,0.0009524135262330098
22,1.4860453042970763,0.0009478558801197064
23,1.336117998185991,0.0009431017896156073
24,1.283781926109249,0.0009381533400219318
25,1.1074438573614918,0.0009330127018922194
26,0.890832812985489,0.0009276821300802534
27,0.773902267385304,0.0009221639627510075
28,0.7279182375561936,0.0009164606203550497
29,0.868964100791294,0.000910574604566852
30,0.8003334599651671,0.0009045084971874737
31,0.7378833852662932,0.0008982649590120981
32,0.6557226364558025,0.0008918467286629199
33,0.613368345957136,0.0008852566213878947
34,0.628704559907071,0.0008784975278258782
35,0.6376942645913207,0.0008715724127386972
36,0.5916281541439359,0.0008644843137107057
37,0.5725029817135434,0.0008572363398164017
38,0.5665172374778912,0.0008498316702566828
39,0.5544281102796076,0.0008422735529643444
40,0.5167407044729554,0.0008345653031794292
41,0.5036433954081673,0.0008267103019950528
42,0.4974335706966773,0.0008187119948743449
43,0.5329718932187402,0.0008105738901391553
44,0.47424461578656885,0.0008022995574311875
45,0.46749631410800624,0.0007938926261462366
46,0.4740821746080864,0.000785356783842216
47,0.47988406435940345,0.000776695774621672
48,0.4611015240356899,0.0007679133974894983
49,0.47993027039468833,0.0007590135046865651
50,0.4999155803371623,0.00075
51,0.48827209970008545,0.0007408768370508576
52,0.43930560173227545,0.0007316480175599309
53,0.41981928722346645,0.0007223175895924637
54,0.4300561352988154,0.0007128896457825364
55,0.4474610368632714,0.0007033683215379
56,0.41396062175988607,0.0006937577932260515
57,0.42537014137204815,0.0006840622763423391
58,0.41298278791336657,0.0006742860236609076
59,0.39098592048931097,0.0006644333233692916
60,0.3881249021854491,0.0006545084971874737
61,0.4166772995436465,0.0006445158984722358
62,0.44932570023746415,0.0006344599103076329
63,0.4189104479844258,0.0006243449435824273
64,0.4301533946005362,0.0006141754350553279
65,0.402670064650189,0.0006039558454088797
66,0.43552680271992,0.0005936906572928624
67,0.4063590975457933,0.0005833843733580511
68,0.40013298933030156,0.0005730415142812059
69,0.38190788929423397,0.0005626666167821521
70,0.38258569801098047,0.0005522642316338269
71,0.37288540122697844,0.0005418389216661578
72,0.3597934966429543,0.0005313952597646568
73,0.35440573154328764,0.0005209378268645999
74,0.34913516962803853,0.0005104712099416785
75,0.3387407822817946,0.0005
76,0.3451340174310705,0.0004895287900583216
77,0.34533980378610235,0.00047906217313540016
78,0.35431379333200097,0.0004686047402353434
79,0.32436365575400455,0.00045816107833384224
80,0.33882842035183974,0.00044773576836617336
81,0.3189445089979229,0.00043733338321784795
82,0.3254640833684982,0.00042695848571879436
