epoch,train_loss,lr
1,61.94085681583255,0.0014999851956421027
2,5.7934055538435345,0.0014999407831528622
3,4.517505725473602,0.0014998667642856067
4,3.309805673193949,0.001499763141962475
5,2.8630425337345224,0.0014996299202742988
6,2.1969513540963037,0.0014994671044804419
7,2.322982075430572,0.0014992747010085937
8,2.173338176265319,0.0014990527174545132
9,2.096864098000749,0.0014988011625817314
10,2.28675880030672,0.0014985200463212037
11,2.111015004755842,0.0014982093797709188
12,2.109119922312339,0.0014978691751954603
13,2.119748883462952,0.0014974994460255223
14,2.06651684251567,0.0014971002068573794
15,2.0933078128799107,0.00149667147345231
16,2.007027373860728,0.0014962132627359753
17,2.0329254407728956,0.0014957255927977493
18,1.9658831162822314,0.0014952084828900062
19,1.9973942624457097,0.0014946619534273603
20,1.8837635558609116,0.0014940860259858586
21,1.970915261845247,0.00149348072330213
22,2.020605968942219,0.0014928460692724883
23,1.9540778165248782,0.0014921820889519882
24,1.8992080967814329,0.0014914888085534356
25,1.8705267299698134,0.0014907662554463534
26,2.126498720787732,0.001490014458155901
27,1.8281331853795337,0.0014892334463617485
28,1.8128039996788823,0.0014884232508969042
29,1.8779527653232935,0.0014875839037464973
30,1.7961206199338486,0.0014867154380465166
31,1.876177993793751,0.0014858178880825005
32,1.9634730225710966,0.001484891289288185
33,1.8627852205378226,0.0014839356782441041
34,1.7565521781921856,0.0014829510926761451
35,1.8373017364934685,0.0014819375714540605
36,1.8951253552321088,0.001480895154589933
37,1.8637945213493021,0.001479823883236595
38,1.7988999652227953,0.0014787237996860055
39,1.6621249996668777,0.0014775949473675794
40,1.8614312740356853,0.0014764373708464733
41,1.8041411505324947,0.0014752511158218264
42,1.707415085196152,0.0014740362291249555
43,1.871681696724232,0.0014727927587175073
44,1.835514398160508,0.0014715207536895644
45,1.816770780986343,0.0014702202642577072
46,1.7524362754785696,0.0014688913417630319
47,1.7646681229509205,0.001467534038669123
48,1.7707704339974595,0.0014661484085599823
49,1.643790267096978,0.0014647345061379142
50,1.709009251028596,0.0014632923872213654
51,1.7534071017336532,0.001461822108742721
52,1.775098550549076,0.0014603237287460582
53,1.629320108815964,0.0014587973063848536
54,1.7122086064751882,0.0014572429019196484
55,1.7508617835741982,0.0014556605767156693
56,1.711050642315856,0.0014540503932404057
57,1.6335754333228032,0.0014524124150611445
58,1.734886209505726,0.001450746706842459
59,1.7122445937837614,0.001449053334343658
60,1.629078678291437,0.0014473323644161886
61,1.685855911866953,0.001445583865000996
62,1.7038762020663796,0.0014438079051258435
63,1.6839907700429089,0.001442004554902586
64,1.6314701362413424,0.0014401738855244028
65,1.6496180393206843,0.0014383159692629858
66,1.6911523187919288,0.0014364308794656883
67,1.7515270063548738,0.001434518690552627
68,1.6754743183814285,0.0014325794780137469
69,1.6714705823640252,0.0014306133184058378
70,1.7377931992309712,0.0014286202893495146
71,1.685183470588689,0.001426600469526152
72,1.5950269095558895,0.0014245539386747784
73,1.6315089036044927,0.0014224807775889271
74,1.6612340474560212,0.001420381068113448
75,1.6960140231415406,0.0014182548931412759
76,1.6935270725622633,0.0014161023366101584
77,1.6546260189472213,0.0014139234834993416
78,1.6331953036260163,0.001411718419826215
79,1.6458455821150222,0.0014094872326429171
80,1.6358824947050092,0.0014072300100328977
81,1.6403843767476454,0.0014049468411074402
82,1.6883520641584981,0.0014026378160021443
83,1.686006454984806,0.0014003030258733676
84,1.6969513266597727,0.0013979425628946264
85,1.636416062436126,0.0013955565202529577
86,1.669244634066307,0.0013931449921452393
87,1.7340358431530427,0.0013907080737744714
88,1.7487060288186365,0.001388245861346019
89,1.6018597587685346,0.0013857584520638126
90,1.6136750149754857,0.0013832459441265113
91,1.6043248576765103,0.001380708436723627
92,1.7301987530231708,0.0013781460300316063
93,1.7721277067584194,0.0013755588252098785
94,1.5988341724859632,0.0013729469243968595
95,1.60948764625877,0.0013703104307059212
96,1.6407529739700075,0.0013676494482213206
97,1.6345706279563468,0.0013649640819940894
98,1.6391130356914965,0.001362254438037888
99,1.6762617086778087,0.0013595206233248205
100,1.6990437126013616,0.0013567627457812105
101,1.612123409209273,0.0013539809142833414
102,1.5899378053547921,0.0013511752386531576
103,1.6385821481636296,0.0013483458296539282
104,1.6383552500183507,0.0013454927989858764
105,1.6585303729646794,0.0013426162592817677
106,1.712367921319449,0.0013397163241024642
107,1.5938931702454746,0.001336793107932441
108,1.6471650632157244,0.0013338467261752678
109,1.652481907883031,0.0013308772951490504
110,1.5913388269783026,0.0013278849320818417
111,1.7108927191507268,0.0013248697551070125
112,1.637556538218083,0.001321831883258586
113,1.638192698036677,0.0013187714364665416
114,1.6809248704188038,0.001315688535552078
115,1.7281480073940847,0.0013125833022228448
116,1.6360489180411284,0.0013094558590681367
117,1.6190781054224013,0.0013063063295540545
118,1.561553970797549,0.0013031348380186305
119,1.6002790301095764,0.0012999415096669202
120,1.568641412012851,0.0012967264705660588
121,1.6111241758568136,0.001293489847640285
122,1.581393558796361,0.0012902317686659301
123,1.6616632974499226,0.0012869523622663734
124,1.7076269673776545,0.001283651757906964
125,1.6978428587608843,0.0012803300858899105
126,1.5925519633289726,0.001276987477349137
127,1.5816239126187444,0.0012736240642451046
128,1.59565725935886,0.0012702399793596037
129,1.6127977513116003,0.0012668353562905114
130,1.4989716888996336,0.0012634103294465165
131,1.6636601524613042,0.0012599650340418143
132,1.644992440025893,0.0012564996060907684
133,1.622226166379631,0.0012530141824025401
134,1.6744903932423207,0.0012495089005756888
135,1.5928340214648384,0.001245983898992739
136,1.624622777059797,0.0012424393168147174
137,1.6689829977651904,0.001238875293975659
138,1.56873131522403,0.0012352919711770833
139,1.5321698524719312,0.0012316894898824384
140,1.584982409295157,0.0012280679923115172
141,1.5684036525271479,0.0012244276214348434
142,1.6002369510470402,0.0012207685209680253
143,1.6062894773890852,0.0012170908353660843
144,1.5927547151334829,0.0012133947098177506
145,1.6842906179347203,0.0012096802902397325
146,1.563673996265117,0.0012059477232709542
147,1.67290095062685,0.0012021971562667685
148,1.6407608472776452,0.0011984287372931392
149,1.621271132438518,0.0011946426151207945
150,1.5711801395452554,0.001190838939219355
151,1.6241832946164216,0.0011870178597514322
152,1.5306703868008542,0.0011831795275667007
